interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
SLC14A2	TNF	Q15849	P01375
ELL	TP53	P55199	P04637
NCOA3	CCND1	Q9Y6Q9	P24385
NCOA3	IKBKG	Q9Y6Q9	Q9Y6K9
LZTR1	HRAS	Q8N653	P01112
LZTR1	IKBKG	Q8N653	Q9Y6K9
USP11	CTNNB1	P51784	P35222
USP11	PML	P51784	P29590
USP11	TP53	P51784	P04637
USP9X	CDH1	Q93008	P12830
USP9X	CTNNB1	Q93008	P35222
UBL4A	PRDX1	P11441	Q06830
TRRAP	TP53	Q9Y4A5	P04637
AXIN1	FOXM1	O15169	Q08050
AXIN1	MYC	O15169	P01106
AXIN1	TP53	O15169	P04637
AXIN2	CTNNB1	Q9Y2T1	P35222
AXIN2	PRDX1	Q9Y2T1	Q06830
AXIN2	TGFB1	Q9Y2T1	P01137
BAP1	CTNNB1	Q92560	P35222
CDC45	MAPK3	O75419	P27361
HIST1H2AB	TP53	-	P04637
HIST1H2BG	FOXM1	-	Q08050
MAD1L1	PML	Q9Y6D9	P29590
PLA2G10	TGFB1	O15496	P01137
PLA2G10	TK1	O15496	P04183
SPOP	MYC	O43791	P01106
TAGLN2	ENO2	P37802	P09104
STX7	SLC31A1	O15400	O15431
NR0B2	TP53	Q15466	P04637
CUL4B	FAS	Q13620	P25445
CUL4B	ENO2	Q13620	P09104
CUL4B	JAK2	Q13620	O60674
CUL4B	PRDX1	Q13620	Q06830
CUL4B	TP53	Q13620	P04637
CUL4A	BCL2	Q13619	P10415
CUL4A	CTNNB1	Q13619	P35222
CUL4A	JAK2	Q13619	O60674
CUL4A	MMP2	Q13619	P08253
CUL4A	PRDX1	Q13619	Q06830
CUL4A	MAPK3	Q13619	P27361
CUL4A	TP53	Q13619	P04637
CUL3	CTNNB1	Q13618	P35222
CUL3	ENO2	Q13618	P09104
CUL3	GSTP1	Q13618	P09211
CUL3	PRDX1	Q13618	Q06830
CUL2	ENO2	Q13617	P09104
CUL2	GSTP1	Q13617	P09211
CUL2	PRDX1	Q13617	Q06830
CUL1	ENO2	Q13616	P09104
CUL1	KDR	Q13616	P35968
CUL1	PRDX1	Q13616	Q06830
FOXN1	TP53	O15353	P04637
KLF11	MAPK3	O14901	P27361
OFD1	TP53	O75665	P04637
PPM1D	TP53	O15297	P04637
RANBP3	PPAT	Q9H6Z4	Q06203
PPFIA1	IKBKG	Q13136	Q9Y6K9
PKP4	CDH1	Q99569	P12830
IKBKG	ACTG1	Q9Y6K9	P63261
IKBKG	AKT1	Q9Y6K9	P31749
IKBKG	ALK	Q9Y6K9	Q9UM73
IKBKG	ANXA1	Q9Y6K9	P04083
IKBKG	APRT	Q9Y6K9	P07741
IKBKG	TRIM23	Q9Y6K9	P36406
IKBKG	ARF4	Q9Y6K9	P18085
IKBKG	ARF5	Q9Y6K9	P84085
IKBKG	ARF6	Q9Y6K9	P62330
IKBKG	RHOA	Q9Y6K9	P61586
IKBKG	ARHGDIA	Q9Y6K9	P52565
IKBKG	ATR	Q9Y6K9	Q13535
IKBKG	BCL2	Q9Y6K9	P10415
IKBKG	CALB1	Q9Y6K9	P05937
IKBKG	CDK2	Q9Y6K9	P24941
IKBKG	CDK4	Q9Y6K9	P11802
IKBKG	CENPF	Q9Y6K9	P49454
IKBKG	CETN3	Q9Y6K9	O15182
IKBKG	CHUK	Q9Y6K9	O15111
IKBKG	CSNK1A1	Q9Y6K9	P48729
IKBKG	CSNK1D	Q9Y6K9	P48730
IKBKG	CYLD	Q9Y6K9	Q9NQC7
IKBKG	DAPK1	Q9Y6K9	P53355
IKBKG	EIF1AX	Q9Y6K9	P47813
IKBKG	EPHA4	Q9Y6K9	P54764
IKBKG	FGR	Q9Y6K9	P09769
IKBKG	FLT3	Q9Y6K9	P36888
IKBKG	FLT4	Q9Y6K9	P35916
IKBKG	GNGT1	Q9Y6K9	P63211
IKBKG	GRK4	Q9Y6K9	P32298
IKBKG	H1F0	Q9Y6K9	-
IKBKG	HBZ	Q9Y6K9	P02008
IKBKG	HPCAL1	Q9Y6K9	P37235
IKBKG	HSPA1A	Q9Y6K9	P0DMV8
IKBKG	HSPA4	Q9Y6K9	P34932
IKBKG	HSP90AA2P	Q9Y6K9	-
IKBKG	HSP90AB1	Q9Y6K9	P08238
IKBKG	IDE	Q9Y6K9	P14735
IKBKG	IRAK1	Q9Y6K9	P51617
IKBKG	ITK	Q9Y6K9	Q08881
IKBKG	JAK2	Q9Y6K9	O60674
IKBKG	JAK3	Q9Y6K9	P52333
IKBKG	KPNA1	Q9Y6K9	P52294
IKBKG	KRT8	Q9Y6K9	P05787
IKBKG	KRT16	Q9Y6K9	P08779
IKBKG	KRT17	Q9Y6K9	Q04695
IKBKG	KRT18	Q9Y6K9	P05783
IKBKG	LCK	Q9Y6K9	P06239
IKBKG	LGALS2	Q9Y6K9	P05162
IKBKG	MCM5	Q9Y6K9	P33992
IKBKG	MCM7	Q9Y6K9	P33993
IKBKG	MLLT6	Q9Y6K9	P55198
IKBKG	MSH3	Q9Y6K9	P20585
IKBKG	MUC1	Q9Y6K9	P15941
IKBKG	TRIM37	Q9Y6K9	O94972
IKBKG	MYC	Q9Y6K9	P01106
IKBKG	MYD88	Q9Y6K9	Q99836
IKBKG	MYL5	Q9Y6K9	Q02045
IKBKG	NEFM	Q9Y6K9	P07197
IKBKG	NF2	Q9Y6K9	P35240
IKBKG	NFKBIA	Q9Y6K9	P25963
IKBKG	NFKBIB	Q9Y6K9	Q15653
IKBKG	ROR2	Q9Y6K9	Q01974
IKBKG	PARK2	Q9Y6K9	-
IKBKG	PDCL	Q9Y6K9	Q13371
IKBKG	PCK1	Q9Y6K9	P35558
IKBKG	PCSK5	Q9Y6K9	Q92824
IKBKG	PFDN5	Q9Y6K9	Q99471
IKBKG	PPP2CA	Q9Y6K9	P67775
IKBKG	PPP2R1B	Q9Y6K9	P30154
IKBKG	PRKCB	Q9Y6K9	P05771
IKBKG	PRKCE	Q9Y6K9	Q02156
IKBKG	PRKCI	Q9Y6K9	P41743
IKBKG	PSMA3	Q9Y6K9	P25788
IKBKG	PSMB8	Q9Y6K9	P28062
IKBKG	RAN	Q9Y6K9	P62826
IKBKG	RBBP8	Q9Y6K9	Q99708
IKBKG	RBP1	Q9Y6K9	P09455
IKBKG	RELA	Q9Y6K9	Q04206
IKBKG	RET	Q9Y6K9	P07949
IKBKG	ROS1	Q9Y6K9	P08922
IKBKG	RPL41	Q9Y6K9	P62945
IKBKG	RPS6KB2	Q9Y6K9	Q9UBS0
IKBKG	RPS12	Q9Y6K9	P25398
IKBKG	SGK1	Q9Y6K9	O00141
IKBKG	SKP2	Q9Y6K9	Q13309
IKBKG	SRPK1	Q9Y6K9	Q96SB4
IKBKG	SYT1	Q9Y6K9	P21579
IKBKG	CNTN2	Q9Y6K9	Q02246
IKBKG	TCP11	Q9Y6K9	Q8WWU5
IKBKG	TEC	Q9Y6K9	P42680
IKBKG	TEK	Q9Y6K9	Q02763
IKBKG	TNFAIP3	Q9Y6K9	P21580
IKBKG	TPT1	Q9Y6K9	P13693
IKBKG	HSP90B1	Q9Y6K9	P14625
IKBKG	TRAF1	Q9Y6K9	Q13077
IKBKG	TRAF3	Q9Y6K9	Q13114
IKBKG	TRAF6	Q9Y6K9	Q9Y4K3
IKBKG	TRIP6	Q9Y6K9	Q15654
IKBKG	TUBG1	Q9Y6K9	P23258
IKBKG	TYRO3	Q9Y6K9	Q06418
IKBKG	UBB	Q9Y6K9	P0CG47
IKBKG	TRIM26	Q9Y6K9	Q12899
IKBKG	ALMS1	Q9Y6K9	Q8TCU4
IKBKG	USP7	Q9Y6K9	Q93009
IKBKG	CUL1	Q9Y6K9	Q13616
IKBKG	GEMIN2	Q9Y6K9	O14893
IKBKG	IKBKG	Q9Y6K9	Q9Y6K9
IKBKG	COPS3	Q9Y6K9	Q9UNS2
IKBKG	AKR7A2	Q9Y6K9	O43488
IKBKG	CDK13	Q9Y6K9	Q14004
IKBKG	STX11	Q9Y6K9	O75558
IKBKG	FADD	Q9Y6K9	Q13158
IKBKG	SQSTM1	Q9Y6K9	Q13501
IKBKG	ZPR1	Q9Y6K9	O75312
IKBKG	TAX1BP1	Q9Y6K9	Q86VP1
IKBKG	GYG2	Q9Y6K9	O15488
IKBKG	BCL10	Q9Y6K9	O95999
IKBKG	BTRC	Q9Y6K9	Q9Y297
IKBKG	MAP3K14	Q9Y6K9	Q99558
IKBKG	AIP	Q9Y6K9	O00170
IKBKG	RAB11B	Q9Y6K9	Q15907
IKBKG	NUMBL	Q9Y6K9	Q9Y6R0
IKBKG	VAMP3	Q9Y6K9	Q15836
IKBKG	LPXN	Q9Y6K9	O60711
IKBKG	MED7	Q9Y6K9	O43513
IKBKG	KIF23	Q9Y6K9	Q02241
IKBKG	RNF7	Q9Y6K9	Q9UBF6
IKBKG	NUP155	Q9Y6K9	O75694
IKBKG	IKBKE	Q9Y6K9	Q14164
IKBKG	KIAA0226	Q9Y6K9	-
IKBKG	TRIM14	Q9Y6K9	Q14142
IKBKG	KLHL21	Q9Y6K9	Q9UJP4
IKBKG	RBM8A	Q9Y6K9	Q9Y5S9
IKBKG	TANK	Q9Y6K9	Q92844
IKBKG	G3BP1	Q9Y6K9	Q13283
IKBKG	MPHOSPH9	Q9Y6K9	Q99550
IKBKG	TNIP1	Q9Y6K9	Q15025
IKBKG	TAB1	Q9Y6K9	Q15750
IKBKG	MERTK	Q9Y6K9	Q12866
IKBKG	STK25	Q9Y6K9	O00506
IKBKG	RBCK1	Q9Y6K9	Q9BYM8
IKBKG	MAP3K2	Q9Y6K9	Q9Y2U5
IKBKG	TRAF3IP2	Q9Y6K9	O43734
IKBKG	ARPP19	Q9Y6K9	P56211
IKBKG	SEPT9	Q9Y6K9	-
IKBKG	SDCCAG8	Q9Y6K9	Q86SQ7
IKBKG	MALT1	Q9Y6K9	Q9UDY8
IKBKG	GADD45G	Q9Y6K9	O95257
IKBKG	PIM2	Q9Y6K9	Q9P1W9
IKBKG	WWP1	Q9Y6K9	Q9H0M0
IKBKG	TRIM31	Q9Y6K9	Q9BZY9
IKBKG	TRIOBP	Q9Y6K9	Q9H2D6
IKBKG	WDR5	Q9Y6K9	P61964
IKBKG	POLR3A	Q9Y6K9	O14802
IKBKG	CDC37	Q9Y6K9	Q16543
IKBKG	DDX19B	Q9Y6K9	Q9UMR2
IKBKG	USP18	Q9Y6K9	Q9UMW8
IKBKG	DNAJC8	Q9Y6K9	O75937
IKBKG	SNW1	Q9Y6K9	Q13573
IKBKG	RBM34	Q9Y6K9	P42696
IKBKG	TNRC6B	Q9Y6K9	Q9UPQ9
IKBKG	MPRIP	Q9Y6K9	Q6WCQ1
IKBKG	SASH1	Q9Y6K9	O94885
IKBKG	RUSC1	Q9Y6K9	Q9BVN2
IKBKG	KPNA6	Q9Y6K9	O60684
IKBKG	TRIM29	Q9Y6K9	Q14134
IKBKG	PRKD3	Q9Y6K9	O94806
IKBKG	ZZZ3	Q9Y6K9	Q8IYH5
IKBKG	TNRC6A	Q9Y6K9	Q8NDV7
IKBKG	NTMT1	Q9Y6K9	Q9BV86
IKBKG	MACROD1	Q9Y6K9	Q9BQ69
IKBKG	TBK1	Q9Y6K9	Q9UHD2
IKBKG	CARD10	Q9Y6K9	Q9BWT7
IKBKG	CNOT7	Q9Y6K9	Q9UIV1
IKBKG	NRBF2	Q9Y6K9	Q96F24
IKBKG	LMCD1	Q9Y6K9	Q9NZU5
IKBKG	TNPO2	Q9Y6K9	O14787
IKBKG	IRAK4	Q9Y6K9	Q9NWZ3
IKBKG	DYNC1LI1	Q9Y6K9	Q9Y6G9
IKBKG	TBC1D7	Q9Y6K9	Q9P0N9
IKBKG	ARL6IP4	Q9Y6K9	Q66PJ3
IKBKG	PHF7	Q9Y6K9	Q9BWX1
IKBKG	PIAS4	Q9Y6K9	Q8N2W9
IKBKG	LUC7L2	Q9Y6K9	Q9Y383
IKBKG	PARP14	Q9Y6K9	Q460N5
IKBKG	ODAM	Q9Y6K9	A1E959
IKBKG	PLEKHB2	Q9Y6K9	Q96CS7
IKBKG	ATG16L1	Q9Y6K9	Q676U5
IKBKG	ARGLU1	Q9Y6K9	Q9NWB6
IKBKG	PLEKHJ1	Q9Y6K9	Q9NW61
IKBKG	PNMAL1	Q9Y6K9	-
IKBKG	TMA16	Q9Y6K9	Q96EY4
IKBKG	TCP11L1	Q9Y6K9	Q9NUJ3
IKBKG	MCM10	Q9Y6K9	Q7L590
IKBKG	NHP2	Q9Y6K9	Q9NX24
IKBKG	NLRP2	Q9Y6K9	Q9NX02
IKBKG	RADIL	Q9Y6K9	Q96JH8
IKBKG	CCAR1	Q9Y6K9	Q8IX12
IKBKG	ADAP2	Q9Y6K9	Q9NPF8
IKBKG	MYO5C	Q9Y6K9	Q9NQX4
IKBKG	NSFL1C	Q9Y6K9	Q9UNZ2
IKBKG	MUC13	Q9Y6K9	Q9H3R2
IKBKG	PBXIP1	Q9Y6K9	Q96AQ6
IKBKG	NMRAL1	Q9Y6K9	Q9HBL8
IKBKG	KIAA1598	Q9Y6K9	-
IKBKG	SENP2	Q9Y6K9	Q9HC62
IKBKG	AVPI1	Q9Y6K9	Q5T686
IKBKG	NECAB3	Q9Y6K9	Q96P71
IKBKG	RBM26	Q9Y6K9	Q5T8P6
IKBKG	MPP5	Q9Y6K9	Q8N3R9
IKBKG	POLR1E	Q9Y6K9	Q9GZS1
IKBKG	CCDC14	Q9Y6K9	Q49A88
IKBKG	C19orf57	Q9Y6K9	-
IKBKG	RPAP3	Q9Y6K9	Q9H6T3
IKBKG	NLRX1	Q9Y6K9	Q86UT6
IKBKG	ZBTB3	Q9Y6K9	-
IKBKG	CAAP1	Q9Y6K9	Q9H8G2
IKBKG	ZC3H12A	Q9Y6K9	Q5D1E8
IKBKG	RAB11FIP1	Q9Y6K9	Q6WKZ4
IKBKG	SHARPIN	Q9Y6K9	Q9H0F6
IKBKG	AMMECR1L	Q9Y6K9	Q6DCA0
IKBKG	C19orf12	Q9Y6K9	Q9NSK7
IKBKG	FRMD8	Q9Y6K9	Q9BZ67
IKBKG	ATRIP	Q9Y6K9	Q8WXE1
IKBKG	NTPCR	Q9Y6K9	Q9BSD7
IKBKG	GINS4	Q9Y6K9	Q9BRT9
IKBKG	ACBD6	Q9Y6K9	Q9BR61
IKBKG	LZIC	Q9Y6K9	Q8WZA0
IKBKG	CARD11	Q9Y6K9	Q9BXL7
IKBKG	PARP10	Q9Y6K9	Q53GL7
IKBKG	KIAA1671	Q9Y6K9	Q9BY89
IKBKG	DOCK7	Q9Y6K9	Q96N67
IKBKG	TSLP	Q9Y6K9	Q969D9
IKBKG	KIR3DX1	Q9Y6K9	-
IKBKG	GADD45GIP1	Q9Y6K9	Q8TAE8
IKBKG	TRIM41	Q9Y6K9	Q8WV44
IKBKG	TTYH2	Q9Y6K9	Q9BSA4
IKBKG	EGLN3	Q9Y6K9	Q9H6Z9
IKBKG	OSBPL10	Q9Y6K9	Q9BXB5
IKBKG	SSX2IP	Q9Y6K9	Q9Y2D8
IKBKG	SCLT1	Q9Y6K9	Q96NL6
IKBKG	TCP10L	Q9Y6K9	Q8TDR4
IKBKG	COMMD7	Q9Y6K9	Q86VX2
IKBKG	AMOT	Q9Y6K9	Q4VCS5
IKBKG	AMOTL1	Q9Y6K9	Q8IY63
IKBKG	USP54	Q9Y6K9	Q70EL1
IKBKG	CCDC138	Q9Y6K9	Q96M89
IKBKG	TCEANC	Q9Y6K9	Q8N8B7
IKBKG	CPNE2	Q9Y6K9	Q96FN4
IKBKG	LNX2	Q9Y6K9	Q8N448
IKBKG	NAP1L5	Q9Y6K9	Q96NT1
IKBKG	INO80E	Q9Y6K9	Q8NBZ0
IKBKG	FAM83H	Q9Y6K9	Q6ZRV2
IKBKG	NUP43	Q9Y6K9	Q8NFH3
IKBKG	KPNA7	Q9Y6K9	A9QM74
IKBKG	CUEDC1	Q9Y6K9	Q9NWM3
IKBKG	NRARP	Q9Y6K9	Q7Z6K4
IKBKG	MZT2A	Q9Y6K9	Q6P582
IKBKAP	PRDX1	-	Q06830
IKBKAP	TSC22D1	-	Q15714
DGKZ	HRAS	Q13574	P01112
DGKZ	RB1	Q13574	P06400
CBX4	RB1	O00257	P06400
CAMK1	CCND1	Q14012	P24385
MAPKAPK5	MAPK1	Q8IW41	P28482
MAPKAPK5	TP53	Q8IW41	P04637
BHLHE40	STAT3	O14503	P40763
BHLHE40	TP53	O14503	P04637
PIAS1	PML	O75925	P29590
PRPF18	IKBKG	Q99633	Q9Y6K9
MKNK1	MAPK1	Q9BUB5	P28482
RUVBL1	CTNNB1	Q9Y265	P35222
CDK13	RB1	Q14004	P06400
TP63	FAS	Q9H3D4	P25445
TP63	PRDX1	Q9H3D4	Q06830
NCOA1	CCND1	Q15788	P24385
NCOA1	STAT3	Q15788	P40763
LAMTOR3	MAPK3	Q9UHA4	P27361
NUMB	TP53	P49757	P04637
SOCS1	ABL1	O15524	P00519
SOCS1	SLC25A5	O15524	P05141
SOCS1	ARL1	O15524	P40616
SOCS1	ATP2A2	O15524	P16615
SOCS1	AXL	O15524	P30530
SOCS1	BSG	O15524	P35613
SOCS1	CAD	O15524	P27708
SOCS1	CCT6A	O15524	P40227
SOCS1	CPS1	O15524	P31327
SOCS1	CSF1	O15524	P09603
SOCS1	CTNNB1	O15524	P35222
SOCS1	DAB1	O15524	O75553
SOCS1	ERBB2	O15524	P04626
SOCS1	ETV6	O15524	P41212
SOCS1	FGFR3	O15524	P22607
SOCS1	FLT3	O15524	P36888
SOCS1	GHRHR	O15524	Q02643
SOCS1	HSD17B10	O15524	Q99714
SOCS1	HMGB1	O15524	P09429
SOCS1	DNAJA1	O15524	P31689
SOCS1	HSPA1A	O15524	P0DMV8
SOCS1	HSPA6	O15524	P17066
SOCS1	HSPA8	O15524	P11142
SOCS1	HSPB1	O15524	P04792
SOCS1	HSP90AA1	O15524	P07900
SOCS1	HSP90AB1	O15524	P08238
SOCS1	HSP90AB3P	O15524	-
SOCS1	IFNGR1	O15524	P15260
SOCS1	IGF1	O15524	P05019
SOCS1	IGF1R	O15524	P08069
SOCS1	IRF7	O15524	Q92985
SOCS1	JAK3	O15524	P52333
SOCS1	MAP3K5	O15524	Q99683
SOCS1	NDUFA4	O15524	O00483
SOCS1	PDGFB	O15524	P01127
SOCS1	PFN1	O15524	P07737
SOCS1	SLC25A3	O15524	Q00325
SOCS1	PIK3R1	O15524	P27986
SOCS1	PIK3R2	O15524	O00459
SOCS1	PRKACB	O15524	P22694
SOCS1	PRKDC	O15524	P78527
SOCS1	PRPS1	O15524	P60891
SOCS1	PRPS2	O15524	P11908
SOCS1	PRPSAP1	O15524	Q14558
SOCS1	PRPSAP2	O15524	O60256
SOCS1	PTPN11	O15524	Q06124
SOCS1	PTS	O15524	Q03393
SOCS1	PVRL1	O15524	-
SOCS1	RCN2	O15524	Q14257
SOCS1	ABCE1	O15524	P61221
SOCS1	RPL39	O15524	P62891
SOCS1	S100B	O15524	P04271
SOCS1	SLC25A1	O15524	P53007
SOCS1	SNRPD1	O15524	P62314
SOCS1	SSBP1	O15524	Q04837
SOCS1	SSR4	O15524	P51571
SOCS1	TCEB1	O15524	-
SOCS1	TCEB3	O15524	-
SOCS1	TCP1	O15524	P17987
SOCS1	TEK	O15524	Q02763
SOCS1	CCT3	O15524	P49368
SOCS1	TUBG1	O15524	P23258
SOCS1	VAV1	O15524	P15498
SOCS1	VAV2	O15524	P52735
SOCS1	CXCR4	O15524	P61073
SOCS1	CUL5	O15524	Q93034
SOCS1	FXR1	O15524	P51114
SOCS1	CUL2	O15524	Q13617
SOCS1	SOCS1	O15524	O15524
SOCS1	IRS2	O15524	Q9Y4H2
SOCS1	DPM1	O15524	O60762
SOCS1	EFTUD2	O15524	Q15029
SOCS1	BAG2	O15524	O95816
SOCS1	TRIM14	O15524	Q14142
SOCS1	THRAP3	O15524	Q9Y2W1
SOCS1	RBX1	O15524	P62877
SOCS1	TRIM28	O15524	Q13263
SOCS1	PSME3	O15524	P61289
SOCS1	TUBB4A	O15524	P04350
SOCS1	TUBB4B	O15524	P68371
SOCS1	LRRC41	O15524	Q15345
SOCS1	CCT4	O15524	P50991
SOCS1	CCT2	O15524	P78371
SOCS1	CCT8	O15524	P50990
SOCS1	PIM2	O15524	Q9P1W9
SOCS1	CCT5	O15524	P48643
SOCS1	WSB1	O15524	Q9Y6I7
SOCS1	AKAP8L	O15524	Q9ULX6
SOCS1	MRPS28	O15524	Q9Y2Q9
SOCS1	ASB3	O15524	Q9Y575
SOCS1	DHX29	O15524	Q7Z478
SOCS1	TRMT10C	O15524	Q7L0Y3
SOCS1	ATAD3A	O15524	Q9NVI7
SOCS1	CAND1	O15524	Q86VP6
SOCS1	CLEC7A	O15524	Q9BXN2
SOCS1	ATAT1	O15524	Q5SQI0
SOCS1	TRIM8	O15524	Q9BZR9
SOCS1	TRIM5	O15524	Q9C035
SOCS1	TIMM50	O15524	Q3ZCQ8
SOCS1	TIRAP	O15524	P58753
SOCS1	OSBPL8	O15524	Q9BZF1
SOCS1	TUBB	O15524	P07437
SOCS1	HSP90AB2P	O15524	-
SOCS1	RPL39P5	O15524	-
BECN1	TP53	Q14457	P04637
PEA15	MAPK1	Q15121	P28482
PEA15	MAPK3	Q15121	P27361
PAGE1	TNF	O75459	P01375
TRADD	IKBKG	Q15628	Q9Y6K9
TNFRSF25	KDR	Q93038	P35968
GBF1	STAT3	Q92538	P40763
RIPK1	IKBKG	Q13546	Q9Y6K9
TNFSF14	CXCL9	O43557	Q07325
TNFSF13	FAS	O75888	P25445
TNFSF10	TNFRSF10B	P50591	O14763
ADAM15	MAPK1	Q13444	P28482
ADAM15	MAPK3	Q13444	P27361
RAB11A	IKBKG	P62491	Q9Y6K9
RIPK2	IKBKG	O43353	Q9Y6K9
FADD	TNFRSF10B	Q13158	O14763
TNFRSF10B	ASPH	O14763	Q12797
TNFRSF10B	DDR1	O14763	Q08345
TNFRSF10B	CAV1	O14763	Q03135
TNFRSF10B	CBL	O14763	P22681
TNFRSF10B	FGFR1	O14763	P11362
TNFRSF10B	IFNGR1	O14763	P15260
TNFRSF10B	MFAP3	O14763	P55082
TNFRSF10B	MUC1	O14763	P15941
TNFRSF10B	SLC20A1	O14763	Q8WUM9
TNFRSF10B	STX3	O14763	Q13277
TNFRSF10B	TNFAIP3	O14763	P21580
TNFRSF10B	TRAF2	O14763	Q12933
TNFRSF10B	UGCG	O14763	Q16739
TNFRSF10B	REEP5	O14763	Q00765
TNFRSF10B	CUL3	O14763	Q13618
TNFRSF10B	TRADD	O14763	Q15628
TNFRSF10B	RIPK1	O14763	Q13546
TNFRSF10B	CFLAR	O14763	O15519
TNFRSF10B	VAMP3	O14763	Q15836
TNFRSF10B	SCAMP1	O14763	O15126
TNFRSF10B	CKAP4	O14763	Q07065
TNFRSF10B	PRAF2	O14763	O60831
TNFRSF10B	STX12	O14763	Q86Y82
TNFRSF10B	FLVCR1	O14763	Q9Y5Y0
TNFRSF10B	LSR	O14763	Q86X29
TNFRSF10B	PTRH2	O14763	Q9Y3E5
TNFRSF10B	TMEM214	O14763	Q6NUQ4
TNFRSF10B	LAPTM4B	O14763	Q86VI4
TNFRSF10B	NDFIP1	O14763	Q9BT67
TNFRSF10B	ITCH	O14763	Q96J02
TNFRSF10B	TIMM50	O14763	Q3ZCQ8
TNFRSF10B	SLC15A4	O14763	Q8N697
TNFRSF10B	TMEM31	O14763	Q5JXX7
TNFRSF10B	RNF149	O14763	Q8NC42
TNFRSF10A	TNFRSF10B	O00220	O14763
CREG1	RB1	O75629	P06400
TRIM24	PML	O15164	P29590
TRIM24	STAT3	O15164	P40763
TRIM24	TP53	O15164	P04637
IQGAP1	CDH1	P46940	P12830
IQGAP1	CTNNB1	P46940	P35222
IQGAP1	KDR	P46940	P35968
IQGAP1	MAPK1	P46940	P28482
IQGAP1	MAPK3	P46940	P27361
NRP1	KDR	O14786	P35968
GMPS	MAPK3	P49915	P27361
GMPS	TP53	P49915	P04637
SOCS2	CTNNB1	O14508	P35222
SOCS2	GLUL	O14508	P15104
SOCS2	SOCS1	O14508	O15524
CFLAR	BCL2L1	O15519	Q07817
CFLAR	TP53	O15519	P04637
HDAC3	RB1	O15379	P06400
TSC22D1	A2M	Q15714	P01023
TSC22D1	APLP1	Q15714	P51693
TSC22D1	CDK2	Q15714	P24941
TSC22D1	CHD3	Q15714	Q12873
TSC22D1	CRMP1	Q15714	Q14194
TSC22D1	DYNC1H1	Q15714	Q14204
TSC22D1	DNMT3B	Q15714	Q9UBC3
TSC22D1	GNB2	Q15714	P62879
TSC22D1	IARS	Q15714	-
TSC22D1	SP110	Q15714	Q9HB58
TSC22D1	MTR	Q15714	Q99707
TSC22D1	HNRNPM	Q15714	P52272
TSC22D1	NDUFA9	Q15714	Q16795
TSC22D1	PDHB	Q15714	P11177
TSC22D1	PRKCI	Q15714	P41743
TSC22D1	QARS	Q15714	-
TSC22D1	RPA3	Q15714	P35244
TSC22D1	RPL5	Q15714	P46777
TSC22D1	TLE1	Q15714	Q04724
TSC22D1	TP53	Q15714	P04637
TSC22D1	UBE2D1	Q15714	P51668
TSC22D1	VIM	Q15714	P08670
TSC22D1	MAP3K12	Q15714	Q12852
TSC22D1	BAG6	Q15714	P46379
TSC22D1	EED	Q15714	O75530
TSC22D1	TSC22D1	Q15714	Q15714
TSC22D1	MCM3AP	Q15714	O60318
TSC22D1	UNC119	Q15714	Q13432
TSC22D1	COPB2	Q15714	P35606
TSC22D1	TTI1	Q15714	O43156
TSC22D1	NUP93	Q15714	Q8N1F7
TSC22D1	KMT2B	Q15714	Q9UMN6
TSC22D1	SETDB1	Q15714	Q15047
TSC22D1	HMGXB4	Q15714	Q9UGU5
TSC22D1	CORO2B	Q15714	Q9UQ03
TSC22D1	GNB5	Q15714	O14775
TSC22D1	GCN1L1	Q15714	-
TSC22D1	C9orf9	Q15714	-
TSC22D1	FAF1	Q15714	Q9UNN5
TSC22D1	C14orf1	Q15714	-
TSC22D1	EMC1	Q15714	Q8N766
TSC22D1	DDAH2	Q15714	O95865
TSC22D1	CARHSP1	Q15714	Q9Y2V2
TSC22D1	GORASP2	Q15714	Q9H8Y8
TSC22D1	TAF5L	Q15714	O75529
TSC22D1	NRBP1	Q15714	Q9UHY1
TSC22D1	ZC3HC1	Q15714	Q86WB0
TSC22D1	LARP7	Q15714	Q4G0J3
TSC22D1	DNAAF5	Q15714	Q86Y56
TSC22D1	WDYHV1	Q15714	-
TSC22D1	OTUB1	Q15714	Q96FW1
TSC22D1	LRIF1	Q15714	Q5T3J3
TSC22D1	FAM20C	Q15714	Q8IXL6
TSC22D1	NCOA5	Q15714	Q9HCD5
TSC22D1	SRPRB	Q15714	Q9Y5M8
TSC22D1	KMT2C	Q15714	Q8NEZ4
TSC22D1	WIZ	Q15714	O95785
TSC22D1	CCDC90B	Q15714	Q9GZT6
TSC22D1	SLC25A22	Q15714	Q9H936
TSC22D1	EPPK1	Q15714	P58107
TSC22D1	FBN3	Q15714	Q75N90
TSC22D1	WDR73	Q15714	Q6P4I2
TSC22D1	SFXN1	Q15714	Q9H9B4
TSC22D1	SPRED1	Q15714	Q7Z699
TSC22D1	GSTK1	Q15714	Q9Y2Q3
KAT2B	CCND1	Q92831	P24385
KAT2B	MYC	Q92831	P01106
KAT2B	STAT3	Q92831	P40763
KAT2B	TP53	Q92831	P04637
NR1I2	TP53	O75469	P04637
LDB1	RB1	Q86U70	P06400
PER2	TP53	O15055	P04637
SQSTM1	FAS	Q13501	P25445
SQSTM1	MAPK1	Q13501	P28482
SQSTM1	BBC3	Q13501	Q9BXH1
EIF2S2	TP53	P20042	P04637
